grid_id,cell_area_km2,dominant_land_cover_name,cost_adaptation_atelerix,cost_adaptation_martes,cost_adaptation_eliomys,cost_adaptation_oryctolagus,cost_corridor,has_atelerix_algirus,has_martes_martes,has_eliomys_quercinus,has_oryctolagus_cuniculus,grid_x,grid_y,neighbors,human_disturbance,current_richness,suitability_atelerix,efficiency_atelerix,suitability_martes,efficiency_martes,suitability_eliomys,efficiency_eliomys,suitability_oryctolagus,efficiency_oryctolagus
cell_3_18,0.26376845413900296,Discontinuous Urban Fabric,5.47,9.11,7.84,8.75,1.82,False,False,False,False,3,18,"cell_3_19,cell_3_17,cell_4_18,cell_4_19,cell_4_17",0.7,0,2.0,0.3649635036496351,1.0,0.10964912280701755,1.0,0.12738853503184713,1.0,0.11415525114155252
cell_3_19,0.16505816998476946,Transitional Woodland-Shrub,1.86,2.89,1.95,224.9,1.58,False,False,False,False,3,19,"cell_3_20,cell_3_18,cell_4_19,cell_4_20,cell_4_18",0.0,0,3.0,1.6042780748663101,3.0,1.0344827586206897,3.0,1.530612244897959,3.0,0.013338668800853675
cell_3_20,0.04583884149229441,Peatbogs,10.14,8.13,8.06,11.77,1.92,False,False,False,False,3,20,"cell_3_21,cell_3_19,cell_4_20,cell_4_21,cell_4_19",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cell_3_21,0.001789175405192525,Peatbogs,7.15,12.35,9.23,10.0,2.34,False,False,False,False,3,21,"cell_3_22,cell_3_20,cell_4_21,cell_4_22,cell_4_20",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cell_3_22,0.000630511087441872,Peatbogs,8.91,7.49,12.28,12.37,2.42,False,False,False,False,3,22,"cell_3_21,cell_4_22,cell_4_23,cell_4_21",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cell_3_27,0.00846155310448269,Discontinuous Urban Fabric,4.11,7.04,8.2,7.97,2.14,False,False,False,False,3,27,"cell_3_28,cell_4_27,cell_2_28,cell_4_28,cell_4_26",0.7,0,2.0,0.4854368932038835,1.0,0.14184397163120568,1.0,0.12180267965895251,1.0,0.12531328320802007
cell_3_28,0.24650821612500978,Pastures,1.31,9.36,7.45,1.69,2.21,False,False,False,False,3,28,"cell_3_29,cell_3_27,cell_2_28,cell_4_28,cell_2_29,cell_4_29,cell_4_27",0.1,0,3.0,2.2727272727272725,1.0,0.10672358591248667,1.0,0.13404825737265416,3.0,1.7647058823529411
cell_3_29,0.5625000000006984,Sclerophyllous Vegetation,2.23,1.14,1.82,234.89,1.92,False,False,False,False,3,29,"cell_3_30,cell_3_28,cell_2_29,cell_4_29,cell_2_30,cell_4_30,cell_2_28,cell_4_28",0.0,0,3.0,1.3392857142857144,3.0,2.608695652173913,3.0,1.639344262295082,3.0,0.01277139208173691
cell_3_30,0.5624999999996507,Pastures,1.64,7.79,8.16,1.8,2.59,False,False,False,False,3,30,"cell_3_31,cell_3_29,cell_2_30,cell_4_30,cell_2_31,cell_4_31,cell_2_29,cell_4_29",0.1,0,3.0,1.8181818181818183,1.0,0.12820512820512822,1.0,0.12239902080783353,3.0,1.6574585635359116
cell_3_31,0.5625,Pastures,1.82,6.71,9.71,1.83,2.06,False,False,False,False,3,31,"cell_3_32,cell_3_30,cell_2_31,cell_4_31,cell_2_32,cell_4_32,cell_2_30,cell_4_30",0.1,0,3.0,1.639344262295082,1.0,0.1488095238095238,1.0,0.10288065843621398,3.0,1.6304347826086956
cell_3_32,0.5624999999996507,Pastures,1.64,7.62,6.04,2.37,2.86,False,False,False,False,3,32,"cell_3_33,cell_3_31,cell_2_32,cell_4_32,cell_2_33,cell_4_33,cell_2_31,cell_4_31",0.1,0,3.0,1.8181818181818183,1.0,0.1310615989515072,1.0,0.1652892561983471,3.0,1.2605042016806722
cell_3_33,0.5625000000006984,Pastures,3.11,3.8,7.59,2.41,1.28,False,False,False,False,3,33,"cell_3_34,cell_3_32,cell_2_33,cell_4_33,cell_2_34,cell_4_34,cell_2_32,cell_4_32",0.1,0,3.0,0.9615384615384617,1.0,0.2624671916010499,1.0,0.13157894736842105,3.0,1.2396694214876034
cell_3_34,0.5555838932058565,Pastures,1.99,5.34,9.3,2.41,1.7,False,False,False,False,3,34,"cell_3_35,cell_3_33,cell_2_34,cell_4_34,cell_4_35,cell_2_33,cell_4_33",0.1,0,3.0,1.5,1.0,0.1869158878504673,1.0,0.10741138560687433,3.0,1.2396694214876034
cell_3_35,0.45816303045486106,Pastures,1.37,6.95,5.84,1.55,2.67,False,False,False,False,3,35,"cell_3_36,cell_3_34,cell_4_35,cell_4_36,cell_2_34,cell_4_34",0.1,0,3.0,2.1739130434782608,1.0,0.14367816091954022,1.0,0.17094017094017094,3.0,1.923076923076923
cell_3_36,0.20995571577676145,Pastures,2.49,9.39,9.99,2.37,1.62,False,False,False,False,3,36,"cell_3_35,cell_4_36,cell_4_35",0.1,0,3.0,1.2,1.0,0.10638297872340426,1.0,0.1,3.0,1.2605042016806722
cell_4_17,0.0808261484271503,Discontinuous Urban Fabric,2.78,7.74,6.75,8.62,2.82,False,False,False,False,4,17,"cell_4_18,cell_3_17,cell_5_17,cell_3_18,cell_5_18",0.7,0,2.0,0.7168458781362008,1.0,0.12903225806451613,1.0,0.14792899408284024,1.0,0.11587485515643106
cell_4_18,0.5591963166821281,Discontinuous Urban Fabric,4.21,8.0,9.01,11.11,1.96,False,False,False,False,4,18,"cell_4_19,cell_4_17,cell_3_18,cell_5_18,cell_3_19,cell_5_19,cell_3_17,cell_5_17",0.7,0,2.0,0.47393364928909953,1.0,0.12484394506866417,1.0,0.11086474501108648,1.0,0.08992805755395684
cell_4_19,0.5625000000003493,Pastures,0.82,9.03,8.13,1.62,1.64,False,False,True,False,4,19,"cell_4_20,cell_4_18,cell_3_19,cell_5_19,cell_3_20,cell_5_20,cell_3_18,cell_5_18",0.1,1,3.0,3.6144578313253013,1.0,0.11061946902654868,1.0,0.12285012285012284,3.0,1.840490797546012
cell_4_20,0.554702800891808,Transitional Woodland-Shrub,1.2,1.47,2.21,255.23,1.17,False,False,False,False,4,20,"cell_4_21,cell_4_19,cell_3_20,cell_5_20,cell_3_21,cell_5_21,cell_3_19,cell_5_19",0.0,0,3.0,2.479338842975207,3.0,2.027027027027027,3.0,1.3513513513513515,3.0,0.011753643629525154
cell_4_21,0.5223924662730037,Transitional Woodland-Shrub,2.12,2.17,1.27,97.36,1.51,False,False,False,False,4,21,"cell_4_22,cell_4_20,cell_3_21,cell_5_21,cell_3_22,cell_5_22,cell_3_20,cell_5_20",0.0,0,3.0,1.4084507042253522,3.0,1.3761467889908259,3.0,2.34375,3.0,0.030810311184142958
cell_4_22,0.36820323525283544,Transitional Woodland-Shrub,2.44,1.52,2.07,237.45,1.76,False,False,False,False,4,22,"cell_4_23,cell_4_21,cell_3_22,cell_5_22,cell_5_23,cell_3_21,cell_5_21",0.0,0,3.0,1.2244897959183674,3.0,1.9607843137254901,3.0,1.4423076923076925,3.0,0.012633706729554453
cell_4_23,0.05330021636138676,Mixed Forests,4.17,0.96,1.78,2.26,2.37,False,False,False,False,4,23,"cell_4_24,cell_4_22,cell_5_23,cell_5_24,cell_3_22,cell_5_22",0.0,0,2.0,0.47846889952153115,3.0,3.0927835051546393,3.0,1.675977653631285,2.0,0.8810572687224671
cell_4_24,0.18704041231092258,Discontinuous Urban Fabric,3.88,7.41,9.8,9.07,2.3,False,False,False,False,4,24,"cell_4_25,cell_4_23,cell_5_24,cell_5_25,cell_5_23",0.7,0,2.0,0.5141388174807199,1.0,0.1347708894878706,1.0,0.1019367991845056,1.0,0.11013215859030837
cell_4_25,0.1702427351562915,Discontinuous Urban Fabric,3.7,8.86,7.19,7.01,2.54,False,False,False,False,4,25,"cell_4_26,cell_4_24,cell_5_25,cell_5_26,cell_5_24",0.7,0,2.0,0.5390835579514824,1.0,0.11273957158962797,1.0,0.1388888888888889,1.0,0.14245014245014245
cell_4_26,0.196846895903374,Discontinuous Urban Fabric,2.52,8.51,7.98,4.82,2.8,False,False,False,False,4,26,"cell_4_27,cell_4_25,cell_5_26,cell_3_27,cell_5_27,cell_5_25",0.7,0,2.0,0.790513833992095,1.0,0.11737089201877934,1.0,0.1251564455569462,1.0,0.20703933747412007
cell_4_27,0.38133140720935366,Discontinuous Urban Fabric,3.28,7.98,7.56,9.71,1.27,False,False,False,False,4,27,"cell_4_28,cell_4_26,cell_3_27,cell_5_27,cell_3_28,cell_5_28,cell_5_26",0.7,0,2.0,0.6079027355623101,1.0,0.1251564455569462,1.0,0.13210039630118892,1.0,0.10288065843621398
cell_4_28,0.42380051681107506,Continuous Urban Fabric,7.31,14.78,10.78,9.85,1.72,False,False,False,False,4,28,"cell_4_29,cell_4_27,cell_3_28,cell_5_28,cell_3_29,cell_5_29,cell_3_27,cell_5_27",1.0,0,1.0,0.1366120218579235,0.0,0.0,0.0,0.0,0.0,0.0
cell_4_29,0.5224025467809463,Complex Cultivation Patterns,2.63,4.41,5.2,3.09,1.53,False,False,False,False,4,29,"cell_4_30,cell_4_28,cell_3_29,cell_5_29,cell_3_30,cell_5_30,cell_3_28,cell_5_28",0.2,0,3.0,1.1363636363636365,2.0,0.45248868778280543,2.0,0.3838771593090211,3.0,0.9677419354838711
cell_4_30,0.5624999999996507,Complex Cultivation Patterns,2.21,4.98,4.02,2.9,1.91,False,False,False,False,4,30,"cell_4_31,cell_4_29,cell_3_30,cell_5_30,cell_3_31,cell_5_31,cell_3_29,cell_5_29",0.2,0,3.0,1.3513513513513515,2.0,0.4008016032064128,2.0,0.4962779156327544,3.0,1.0309278350515465
cell_4_31,0.5625000000003493,Non-irrigated Arable Land,0.94,11.36,8.67,2.2,1.71,False,False,False,False,4,31,"cell_4_32,cell_4_30,cell_3_31,cell_5_31,cell_3_32,cell_5_32,cell_3_30,cell_5_30",0.3,0,3.0,3.1578947368421053,1.0,0.08795074758135445,1.0,0.1152073732718894,3.0,1.3574660633484164
cell_4_32,0.5624999999996507,Pastures,2.19,6.06,6.45,2.09,1.71,False,False,False,False,4,32,"cell_4_33,cell_4_31,cell_3_32,cell_5_32,cell_3_33,cell_5_33,cell_3_31,cell_5_31",0.1,0,3.0,1.3636363636363638,1.0,0.16474464579901155,1.0,0.15479876160990713,3.0,1.4285714285714288
cell_4_33,0.5625000000006984,Pastures,1.77,6.44,8.1,2.89,2.31,False,False,False,False,4,33,"cell_4_34,cell_4_32,cell_3_33,cell_5_33,cell_3_34,cell_5_34,cell_3_32,cell_5_32",0.1,0,3.0,1.6853932584269662,1.0,0.15503875968992248,1.0,0.12330456226880396,3.0,1.0344827586206897
cell_4_34,0.5624999999993016,Pastures,1.59,10.62,6.18,2.39,1.79,False,False,False,False,4,34,"cell_4_35,cell_4_33,cell_3_34,cell_5_34,cell_3_35,cell_5_35,cell_3_33,cell_5_33",0.1,0,3.0,1.875,1.0,0.09407337723424272,1.0,0.16155088852988692,3.0,1.25
cell_4_35,0.5625000000003493,Pastures,2.37,6.8,6.65,1.38,1.82,False,False,False,False,4,35,"cell_4_36,cell_4_34,cell_3_35,cell_5_35,cell_3_36,cell_5_36,cell_3_34,cell_5_34",0.1,0,3.0,1.2605042016806722,1.0,0.14684287812041116,1.0,0.15015015015015015,3.0,2.1582733812949644
cell_4_36,0.40028343255193366,Pastures,2.62,8.04,9.87,2.12,1.77,False,False,False,False,4,36,"cell_4_35,cell_3_36,cell_5_36,cell_5_37,cell_3_35,cell_5_35",0.1,0,3.0,1.1406844106463878,1.0,0.12422360248447206,1.0,0.10121457489878544,3.0,1.4084507042253522
cell_5_17,0.0477017893316236,Discontinuous Urban Fabric,4.93,9.6,7.88,9.27,1.61,False,False,False,False,5,17,"cell_5_18,cell_4_17,cell_6_17,cell_4_18,cell_6_18",0.7,0,2.0,0.40485829959514175,1.0,0.10405827263267431,1.0,0.1267427122940431,1.0,0.10775862068965518
cell_5_18,0.5110067015299633,Discontinuous Urban Fabric,3.16,9.34,7.04,7.9,1.6,False,False,False,False,5,18,"cell_5_19,cell_5_17,cell_4_18,cell_6_18,cell_4_19,cell_6_19,cell_4_17,cell_6_17",0.7,0,2.0,0.6309148264984227,1.0,0.10695187165775401,1.0,0.14184397163120568,1.0,0.1264222503160556
cell_5_19,0.5625000000006984,Transitional Woodland-Shrub,1.81,3.05,2.01,182.44,2.26,False,False,False,False,5,19,"cell_5_20,cell_5_18,cell_4_19,cell_6_19,cell_4_20,cell_6_20,cell_4_18,cell_6_18",0.0,0,3.0,1.6483516483516483,3.0,0.9803921568627453,3.0,1.4851485148514854,3.0,0.01644286105782406
cell_5_20,0.5625,Non-irrigated Arable Land,2.2,10.24,5.9,2.61,1.79,False,False,False,False,5,20,"cell_5_21,cell_5_19,cell_4_20,cell_6_20,cell_4_21,cell_6_21,cell_4_19,cell_6_19",0.3,0,3.0,1.3574660633484164,1.0,0.0975609756097561,1.0,0.1692047377326565,3.0,1.1450381679389314
cell_5_21,0.5624999999996507,Non-irrigated Arable Land,2.59,9.6,10.59,2.03,2.6,False,False,False,False,5,21,"cell_5_22,cell_5_20,cell_4_21,cell_6_21,cell_4_22,cell_6_22,cell_4_20,cell_6_20",0.3,0,3.0,1.153846153846154,1.0,0.10405827263267431,1.0,0.09433962264150944,3.0,1.470588235294118
cell_5_22,0.5625000000003493,Non-irrigated Arable Land,1.71,6.84,7.26,1.98,2.69,False,False,False,False,5,22,"cell_5_23,cell_5_21,cell_4_22,cell_6_22,cell_4_23,cell_6_23,cell_4_21,cell_6_21",0.3,0,3.0,1.744186046511628,1.0,0.14598540145985403,1.0,0.13755158184319122,3.0,1.5075376884422111
cell_5_23,0.5595749339736739,Discontinuous Urban Fabric,3.81,9.19,8.38,5.98,1.67,False,False,True,False,5,23,"cell_5_24,cell_5_22,cell_4_23,cell_6_23,cell_4_24,cell_6_24,cell_4_22,cell_6_22",0.7,1,2.0,0.5235602094240838,1.0,0.10869565217391305,1.0,0.11918951132300357,1.0,0.1669449081803005
cell_5_24,0.5550422270439571,Pastures,1.34,8.47,7.6,2.02,2.15,False,False,False,False,5,24,"cell_5_25,cell_5_23,cell_4_24,cell_6_24,cell_4_25,cell_6_25,cell_4_23,cell_6_23",0.1,0,3.0,2.222222222222222,1.0,0.11792452830188678,1.0,0.1314060446780552,3.0,1.4778325123152711
cell_5_25,0.5419242913892741,Discontinuous Urban Fabric,2.8,6.01,7.9,8.72,1.84,False,False,False,False,5,25,"cell_5_26,cell_5_24,cell_4_25,cell_6_25,cell_4_26,cell_6_26,cell_4_24,cell_6_24",0.7,0,2.0,0.711743772241993,1.0,0.16611295681063123,1.0,0.1264222503160556,1.0,0.1145475372279496
cell_5_26,0.5491369247469365,Discontinuous Urban Fabric,4.81,10.13,6.47,9.19,2.56,False,False,False,False,5,26,"cell_5_27,cell_5_25,cell_4_26,cell_6_26,cell_4_27,cell_6_27,cell_4_25,cell_6_25",0.7,0,2.0,0.4149377593360996,1.0,0.09861932938856015,1.0,0.154320987654321,1.0,0.10869565217391305
cell_5_27,0.5625000000010477,Complex Cultivation Patterns,2.81,4.81,3.67,1.67,1.82,False,False,False,False,5,27,"cell_5_28,cell_5_26,cell_4_27,cell_6_27,cell_4_28,cell_6_28,cell_4_26,cell_6_26",0.2,0,3.0,1.0638297872340425,2.0,0.4149377593360996,2.0,0.5434782608695653,3.0,1.7857142857142858
cell_5_28,0.5600003231332927,Continuous Urban Fabric,7.89,10.09,11.34,9.62,1.03,False,False,False,True,5,28,"cell_5_29,cell_5_27,cell_4_28,cell_6_28,cell_4_29,cell_6_29,cell_4_27,cell_6_27",1.0,1,1.0,0.12658227848101267,0.0,0.0,0.0,0.0,0.0,0.0
cell_5_29,0.5562606851409789,Continuous Urban Fabric,9.51,9.53,8.73,8.17,1.92,False,False,False,False,5,29,"cell_5_30,cell_5_28,cell_4_29,cell_6_29,cell_4_30,cell_6_30,cell_4_28,cell_6_28",1.0,0,1.0,0.10504201680672269,0.0,0.0,0.0,0.0,0.0,0.0
cell_5_30,0.5625,Complex Cultivation Patterns,2.22,2.8,3.86,0.96,2.98,False,False,False,False,5,30,"cell_5_31,cell_5_29,cell_4_30,cell_6_30,cell_4_31,cell_6_31,cell_4_29,cell_6_29",0.2,0,3.0,1.345291479820628,2.0,0.711743772241993,2.0,0.516795865633075,3.0,3.0927835051546393
cell_5_31,0.5625,Non-irrigated Arable Land,1.61,8.3,10.72,2.69,1.86,False,False,False,False,5,31,"cell_5_32,cell_5_30,cell_4_31,cell_6_31,cell_4_32,cell_6_32,cell_4_30,cell_6_30",0.3,0,3.0,1.8518518518518516,1.0,0.12033694344163658,1.0,0.09319664492078285,3.0,1.1111111111111112
cell_5_32,0.5625,Non-irrigated Arable Land,2.22,8.7,8.12,2.05,1.7,False,False,False,False,5,32,"cell_5_33,cell_5_31,cell_4_32,cell_6_32,cell_4_33,cell_6_33,cell_4_31,cell_6_31",0.3,0,3.0,1.345291479820628,1.0,0.11481056257175662,1.0,0.12300123001230014,3.0,1.4563106796116507
cell_5_33,0.5625000000003493,Pastures,2.92,6.75,6.68,2.05,2.34,False,False,False,False,5,33,"cell_5_34,cell_5_32,cell_4_33,cell_6_33,cell_4_34,cell_6_34,cell_4_32,cell_6_32",0.1,0,3.0,1.0238907849829353,1.0,0.14792899408284024,1.0,0.14947683109118087,3.0,1.4563106796116507
cell_5_34,0.5624999999989523,Pastures,1.98,9.74,9.73,2.11,2.0,False,False,False,False,5,34,"cell_5_35,cell_5_33,cell_4_34,cell_6_34,cell_4_35,cell_6_35,cell_4_33,cell_6_33",0.1,0,3.0,1.5075376884422111,1.0,0.10256410256410256,1.0,0.1026694045174538,3.0,1.4150943396226416
cell_5_35,0.5625000000006984,Pastures,2.94,6.35,9.28,2.4,1.85,False,False,False,False,5,35,"cell_5_36,cell_5_34,cell_4_35,cell_6_35,cell_4_36,cell_6_36,cell_4_34,cell_6_34",0.1,0,3.0,1.016949152542373,1.0,0.15723270440251574,1.0,0.10764262648008613,3.0,1.244813278008299
cell_5_36,0.4455726701009145,Pastures,0.5,4.82,9.31,0.5,1.93,False,False,False,False,5,36,"cell_5_37,cell_5_35,cell_4_36,cell_6_36,cell_6_37,cell_4_35,cell_6_35",0.1,0,3.0,5.88235294117647,1.0,0.20703933747412007,1.0,0.1072961373390558,3.0,5.88235294117647
cell_5_37,0.0084782226185194,Pastures,2.49,9.56,8.44,2.39,3.18,False,False,False,False,5,37,"cell_5_36,cell_6_37,cell_4_36,cell_6_36",0.1,0,3.0,1.2,1.0,0.1044932079414838,1.0,0.1183431952662722,3.0,1.25
cell_6_17,0.0834563927828616,Broad-leaved Forests,4.09,1.76,2.15,2.93,2.28,False,False,False,False,6,17,"cell_6_18,cell_5_17,cell_7_17,cell_5_18,cell_7_18",0.0,0,2.0,0.48780487804878053,3.0,1.694915254237288,3.0,1.388888888888889,2.0,0.6802721088435374
cell_6_18,0.5454924271683524,Sclerophyllous Vegetation,1.82,1.92,2.83,233.21,1.19,False,False,False,False,6,18,"cell_6_19,cell_6_17,cell_5_18,cell_7_18,cell_5_19,cell_7_19,cell_5_17,cell_7_17",0.0,0,3.0,1.639344262295082,3.0,1.5544041450777202,3.0,1.0563380281690142,3.0,0.012863390789812195
cell_6_19,0.5625000000003493,Non-irrigated Arable Land,2.06,6.74,7.63,1.94,1.41,False,False,False,False,6,19,"cell_6_20,cell_6_18,cell_5_19,cell_7_19,cell_5_20,cell_7_20,cell_5_18,cell_7_18",0.3,0,3.0,1.4492753623188408,1.0,0.14814814814814814,1.0,0.13089005235602094,3.0,1.5384615384615385
cell_6_20,0.5625000000003493,Non-irrigated Arable Land,0.81,5.59,9.52,2.1,2.8,False,False,False,False,6,20,"cell_6_21,cell_6_19,cell_5_20,cell_7_20,cell_5_21,cell_7_21,cell_5_19,cell_7_19",0.3,0,3.0,3.6585365853658534,1.0,0.17857142857142858,1.0,0.10493179433368312,3.0,1.4218009478672986
cell_6_21,0.5625,Non-irrigated Arable Land,1.87,9.88,8.46,2.0,1.68,False,False,False,False,6,21,"cell_6_22,cell_6_20,cell_5_21,cell_7_21,cell_5_22,cell_7_22,cell_5_20,cell_7_20",0.3,0,3.0,1.5957446808510638,1.0,0.10111223458038422,1.0,0.11806375442739078,3.0,1.492537313432836
cell_6_22,0.5624999999996507,Non-irrigated Arable Land,2.21,6.97,9.21,2.94,1.19,False,False,False,False,6,22,"cell_6_23,cell_6_21,cell_5_22,cell_7_22,cell_5_23,cell_7_23,cell_5_21,cell_7_21",0.3,0,3.0,1.3513513513513515,1.0,0.14326647564469916,1.0,0.10845986984815617,3.0,1.016949152542373
cell_6_23,0.5625000000003493,Non-irrigated Arable Land,2.89,10.49,8.11,1.15,0.91,False,False,False,False,6,23,"cell_6_24,cell_6_22,cell_5_23,cell_7_23,cell_5_24,cell_7_24,cell_5_22,cell_7_22",0.3,0,3.0,1.0344827586206897,1.0,0.09523809523809523,1.0,0.12315270935960593,3.0,2.586206896551724
